hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
55,54,26,16,NA,NA,NA,NA,NA,NA,NA,NA
66,65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,9,7,5,NA,NA,NA,NA,NA,NA,NA
36,34,3,0,NA,NA,NA,NA,NA,NA,NA,NA
23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,26,25,NA,NA,NA,NA,NA,NA,NA,NA
60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,50,24,22,19,15,NA,NA,NA,NA,NA,NA
41,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,9,9,NA,NA,NA,NA,NA,NA,NA,NA
43,42,15,12,NA,NA,NA,NA,NA,NA,NA,NA
35,30,9,7,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,50,20,17,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,57,48,25,22,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,10,8,NA,NA,NA,NA,NA,NA,NA,NA
38,38,7,1,NA,NA,NA,NA,NA,NA,NA,NA
68,63,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,48,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,35,8,8,0,NA,NA,NA,NA,NA,NA,NA
73,70,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,19,18,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,21,19,18,NA,NA,NA,NA,NA,NA,NA
56,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,11,7,NA,NA,NA,NA,NA,NA,NA,NA
49,43,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,34,34,NA,NA,NA,NA,NA,NA,NA,NA
61,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,41,11,9,NA,NA,NA,NA,NA,NA,NA,NA
50,50,18,16,NA,NA,NA,NA,NA,NA,NA,NA
47,46,19,14,10,NA,NA,NA,NA,NA,NA,NA
47,45,18,16,NA,NA,NA,NA,NA,NA,NA,NA
41,39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,15,12,NA,NA,NA,NA,NA,NA,NA,NA
39,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,21,19,12,NA,NA,NA,NA,NA,NA,NA
62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,15,10,NA,NA,NA,NA,NA,NA,NA,NA
42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,16,13,11,NA,NA,NA,NA,NA,NA,NA
34,34,5,3,NA,NA,NA,NA,NA,NA,NA,NA
44,41,16,13,11,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,7,4,NA,NA,NA,NA,NA,NA,NA,NA
73,49,49,33,24,20,19,NA,NA,NA,NA,NA
40,28,14,12,NA,NA,NA,NA,NA,NA,NA,NA
80,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,34,8,4,0,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,46,20,18,NA,NA,NA,NA,NA,NA,NA,NA
50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,20,17,NA,NA,NA,NA,NA,NA,NA,NA
74,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,47,19,17,14,NA,NA,NA,NA,NA,NA,NA
38,36,10,6,NA,NA,NA,NA,NA,NA,NA,NA
39,38,11,7,NA,NA,NA,NA,NA,NA,NA,NA
55,49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,40,16,12,NA,NA,NA,NA,NA,NA,NA,NA
43,43,11,9,7,NA,NA,NA,NA,NA,NA,NA
69,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,16,8,NA,NA,NA,NA,NA,NA,NA,NA
57,47,22,18,NA,NA,NA,NA,NA,NA,NA,NA
39,38,10,7,NA,NA,NA,NA,NA,NA,NA,NA
71,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,41,3,1,NA,NA,NA,NA,NA,NA,NA,NA
45,40,10,6,NA,NA,NA,NA,NA,NA,NA,NA
45,44,12,11,7,NA,NA,NA,NA,NA,NA,NA
46,36,12,12,NA,NA,NA,NA,NA,NA,NA,NA
71,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,52,25,25,NA,NA,NA,NA,NA,NA,NA,NA
31,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,18,15,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,35,9,7,4,NA,NA,NA,NA,NA,NA,NA
41,28,3,0,NA,NA,NA,NA,NA,NA,NA,NA
25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,11,9,4,NA,NA,NA,NA,NA,NA,NA
51,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,30,6,3,NA,NA,NA,NA,NA,NA,NA,NA
35,33,9,5,NA,NA,NA,NA,NA,NA,NA,NA
52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,10,6,NA,NA,NA,NA,NA,NA,NA,NA
57,29,27,24,23,21,NA,NA,NA,NA,NA,NA
42,41,13,11,9,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,17,13,NA,NA,NA,NA,NA,NA,NA,NA
34,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,53,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,34,8,0,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,17,5,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,8,7,NA,NA,NA,NA,NA,NA,NA,NA
45,39,12,9,NA,NA,NA,NA,NA,NA,NA,NA
49,48,22,18,NA,NA,NA,NA,NA,NA,NA,NA
37,34,8,6,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,20,12,0,NA,NA,NA,NA,NA,NA,NA,NA
38,38,9,6,NA,NA,NA,NA,NA,NA,NA,NA
56,55,25,21,NA,NA,NA,NA,NA,NA,NA,NA
53,48,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,26,25,7,NA,NA,NA,NA,NA,NA,NA,NA
57,34,30,7,3,1,NA,NA,NA,NA,NA,NA
29,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,17,13,NA,NA,NA,NA,NA,NA,NA,NA
71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,51,24,20,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,15,11,NA,NA,NA,NA,NA,NA,NA,NA
24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,12,7,NA,NA,NA,NA,NA,NA,NA,NA
53,50,16,13,NA,NA,NA,NA,NA,NA,NA,NA
46,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,14,11,NA,NA,NA,NA,NA,NA,NA,NA
37,34,6,2,NA,NA,NA,NA,NA,NA,NA,NA
37,27,5,1,NA,NA,NA,NA,NA,NA,NA,NA
49,37,11,11,NA,NA,NA,NA,NA,NA,NA,NA
40,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,49,21,19,18,NA,NA,NA,NA,NA,NA,NA
64,64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,65,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,40,8,6,2,NA,NA,NA,NA,NA,NA,NA
19,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,10,8,NA,NA,NA,NA,NA,NA,NA,NA
70,64,27,23,NA,NA,NA,NA,NA,NA,NA,NA
60,56,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,45,20,18,NA,NA,NA,NA,NA,NA,NA,NA
51,49,20,17,8,NA,NA,NA,NA,NA,NA,NA
38,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,20,20,18,15,NA,NA,NA,NA,NA,NA
34,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,11,11,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,20,15,NA,NA,NA,NA,NA,NA,NA,NA
47,47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,10,6,NA,NA,NA,NA,NA,NA,NA,NA
72,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,9,6,NA,NA,NA,NA,NA,NA,NA,NA
50,49,20,18,16,14,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,4,1,NA,NA,NA,NA,NA,NA,NA,NA
63,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,52,23,17,13,NA,NA,NA,NA,NA,NA,NA
33,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,9,0,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,4,2,NA,NA,NA,NA,NA,NA,NA,NA
45,32,28,27,22,20,NA,NA,NA,NA,NA,NA
59,52,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,12,10,1,NA,NA,NA,NA,NA,NA,NA
42,42,10,8,8,NA,NA,NA,NA,NA,NA,NA
38,37,9,7,4,NA,NA,NA,NA,NA,NA,NA
69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,8,6,4,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,35,11,8,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,42,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,4,1,NA,NA,NA,NA,NA,NA,NA,NA
30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,21,17,NA,NA,NA,NA,NA,NA,NA,NA
36,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,17,12,NA,NA,NA,NA,NA,NA,NA,NA
44,41,17,15,7,NA,NA,NA,NA,NA,NA,NA
42,38,12,9,NA,NA,NA,NA,NA,NA,NA,NA
38,38,12,10,8,6,NA,NA,NA,NA,NA,NA
53,51,25,22,NA,NA,NA,NA,NA,NA,NA,NA
26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,42,18,13,8,NA,NA,NA,NA,NA,NA,NA
68,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,42,20,13,NA,NA,NA,NA,NA,NA,NA,NA
48,47,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,15,9,NA,NA,NA,NA,NA,NA,NA,NA
51,47,22,17,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,36,14,12,NA,NA,NA,NA,NA,NA,NA,NA
45,43,15,10,8,NA,NA,NA,NA,NA,NA,NA
48,44,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,29,24,9,NA,NA,NA,NA,NA,NA,NA
39,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,6,4,NA,NA,NA,NA,NA,NA,NA,NA
44,15,13,11,NA,NA,NA,NA,NA,NA,NA,NA
45,44,15,13,NA,NA,NA,NA,NA,NA,NA,NA
40,40,11,9,NA,NA,NA,NA,NA,NA,NA,NA
37,32,5,0,NA,NA,NA,NA,NA,NA,NA,NA
29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,14,7,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,16,14,5,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,32,26,NA,NA,NA,NA,NA,NA,NA,NA
41,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,11,9,7,NA,NA,NA,NA,NA,NA,NA,NA
22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,29,2,0,NA,NA,NA,NA,NA,NA,NA,NA
68,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,41,17,15,NA,NA,NA,NA,NA,NA,NA,NA
73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,48,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,39,12,10,NA,NA,NA,NA,NA,NA,NA,NA
84,62,51,48,NA,NA,NA,NA,NA,NA,NA,NA
24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,47,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,13,11,NA,NA,NA,NA,NA,NA,NA,NA
57,56,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,13,11,NA,NA,NA,NA,NA,NA,NA,NA
40,17,16,6,NA,NA,NA,NA,NA,NA,NA,NA
49,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,44,19,17,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,12,10,NA,NA,NA,NA,NA,NA,NA,NA
53,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,25,23,20,NA,NA,NA,NA,NA,NA,NA
25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,17,15,NA,NA,NA,NA,NA,NA,NA,NA
36,36,7,5,0,NA,NA,NA,NA,NA,NA,NA
44,44,23,17,16,NA,NA,NA,NA,NA,NA,NA
36,29,12,10,6,NA,NA,NA,NA,NA,NA,NA
32,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,32,4,3,1,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,40,16,14,0,NA,NA,NA,NA,NA,NA,NA
28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,5,3,0,NA,NA,NA,NA,NA,NA,NA
53,49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,3,1,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,29,5,4,1,NA,NA,NA,NA,NA,NA,NA
82,82,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,7,4,NA,NA,NA,NA,NA,NA,NA,NA
21,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,22,21,NA,NA,NA,NA,NA,NA,NA,NA
40,39,17,15,14,NA,NA,NA,NA,NA,NA,NA
31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,41,16,15,5,NA,NA,NA,NA,NA,NA,NA
30,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,38,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,11,8,NA,NA,NA,NA,NA,NA,NA,NA
61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,14,12,NA,NA,NA,NA,NA,NA,NA,NA
46,39,9,7,NA,NA,NA,NA,NA,NA,NA,NA
70,66,40,38,NA,NA,NA,NA,NA,NA,NA,NA
35,34,7,6,NA,NA,NA,NA,NA,NA,NA,NA
33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,11,8,NA,NA,NA,NA,NA,NA,NA,NA
40,39,10,7,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,16,14,NA,NA,NA,NA,NA,NA,NA,NA
76,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,15,11,1,NA,NA,NA,NA,NA,NA,NA
53,51,28,25,NA,NA,NA,NA,NA,NA,NA,NA
41,39,12,10,NA,NA,NA,NA,NA,NA,NA,NA
29,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,30,7,5,NA,NA,NA,NA,NA,NA,NA,NA
47,44,20,18,16,NA,NA,NA,NA,NA,NA,NA
37,35,5,3,NA,NA,NA,NA,NA,NA,NA,NA
56,52,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,6,3,NA,NA,NA,NA,NA,NA,NA,NA
83,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,45,43,20,15,NA,NA,NA,NA,NA,NA,NA
60,34,32,4,0,NA,NA,NA,NA,NA,NA,NA
36,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,41,12,5,NA,NA,NA,NA,NA,NA,NA,NA
38,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,14,11,NA,NA,NA,NA,NA,NA,NA,NA
43,39,11,9,NA,NA,NA,NA,NA,NA,NA,NA
41,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
